"","value","value"
"60297","CYBB","Signaling Pathways"
"60298","CYBB","antigen processing and presentation of exogenous peptide antigen via MHC class I"
"60299","CYBB","lymph node"
"60300","SRGAP2B","lymph node"
"60301","ADGRG2","GPCRs, Class B Secretin-like"
"60302","ADGRG2","male gamete generation"
"60303","ADGRG2","lymph node"
"60304","AP1M1","Lysosome Vesicle Biogenesis"
"60305","AP1M1","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"
"60306","AP1M1","lymph node"
"60307","CXCL16","Peptide ligand-binding receptors"
"60308","CXCL16","localization of cell"
"60309","CXCL16","lymph node"
"60310","BTBD1","regulation of binding"
"60311","BTBD1","lymph node"
"60312","CRLF2","TSLP Signaling Pathway"
"60313","CRLF2","lymph node"
"60314","IL17RD","Signaling by FGFR in disease"
"60315","IL17RD","immune response-regulating signaling pathway"
"60316","IL17RD","lymph node"
"60317","CFHR2","lymph node"
"60318","SMPD2","Signaling by NGF"
"60319","SMPD2","positive regulation of lipid biosynthetic process"
"60320","SMPD2","lymph node"
"60321","AP2A2","Retrograde neurotrophin signalling"
"60322","AP2A2","ephrin receptor signaling pathway"
"60323","AP2A2","lymph node"
"60324","DPH1","cell proliferation"
"60325","DPH1","lymph node"
"60326","CARM1","Generic Transcription Pathway"
"60327","CARM1","response to organonitrogen compound"
"60328","CARM1","lymph node"
"60329","MYO5C","lymph node"
"60330","CLEC9A","regulation of secretion"
"60331","CLEC9A","lymph node"
"60332","ALKBH8","cellular response to DNA damage stimulus"
"60333","ALKBH8","lymph node"
"60334","YAF2","lymph node"
"60335","ZNF300","Generic Transcription Pathway"
"60336","ZNF300","lymph node"
"60337","DOC2A","regulation of vesicle-mediated transport"
"60338","DOC2A","lymph node"
"60339","ADAMTS1","Extracellular matrix organization"
"60340","ADAMTS1","positive regulation of neuron differentiation"
"60341","ADAMTS1","lymph node"
"60342","FAM213B","Arachidonic acid metabolism"
"60343","FAM213B","unsaturated fatty acid biosynthetic process"
"60344","FAM213B","lymph node"
"60345","ADAM15","Extracellular matrix organization"
"60346","ADAM15","extracellular matrix disassembly"
"60347","ADAM15","lymph node"
"60348","ZMAT5","RNA splicing, via transesterification reactions"
"60349","ZMAT5","lymph node"
"60350","NETO2","regulation of receptor activity"
"60351","NETO2","lymph node"
"60352","HIST2H2AA3","Regulatory RNA pathways"
"60353","HIST2H2AA3","gene silencing"
"60354","HIST2H2AA3","lymph node"
"60355","AIMP1","Cytosolic tRNA aminoacylation"
"60356","AIMP1","localization of cell"
"60357","AIMP1","lymph node"
"60358","DKK3","negative regulation of lipid metabolic process"
"60359","DKK3","lymph node"
"60360","SEC61A1","ER-Phagosome pathway"
"60361","SEC61A1","protein targeting to ER"
"60362","SEC61A1","lymph node"
"60363","NKTR","protein peptidyl-prolyl isomerization"
"60364","NKTR","lymph node"
"60365","GGT7","Glutathione conjugation"
"60366","GGT7","unsaturated fatty acid biosynthetic process"
"60367","GGT7","lymph node"
"60368","CKLF","localization of cell"
"60369","CKLF","lymph node"
"60370","CWF19L2","lymph node"
"60371","RPS24","Translation"
"60372","RPS24","protein targeting to ER"
"60373","RPS24","lymph node"
"60374","TCAF1","negative regulation of locomotion"
"60375","TCAF1","lymph node"
"60376","CYB5B","Oxidation by Cytochrome P450"
"60377","CYB5B","oxidation-reduction process"
"60378","CYB5B","lymph node"
"60379","GTF2A1","RNA Polymerase II Transcription"
"60380","GTF2A1","DNA-templated transcription, initiation"
"60381","GTF2A1","lymph node"
"60382","FCRLB","negative regulation of immune system process"
"60383","FCRLB","lymph node"
"60384","ZCCHC4","methylation"
"60385","ZCCHC4","lymph node"
"60386","PNOC","Peptide ligand-binding receptors"
"60387","PNOC","sensory perception"
"60388","PNOC","lymph node"
"60389","RELN","Focal Adhesion"
"60390","RELN","motor neuron migration"
"60391","RELN","lymph node"
"60392","CD164","regulation of cell adhesion"
"60393","CD164","lymph node"
"60394","PTPRD","positive regulation of neuron differentiation"
"60395","PTPRD","lymph node"
"60396","ATXN10","cilium morphogenesis"
"60397","ATXN10","lymph node"
"60398","ANTXR1","Cellular roles of Anthrax toxin"
"60399","ANTXR1","actin cytoskeleton reorganization"
"60400","ANTXR1","lymph node"
"60401","FAM167B","lymph node"
"60402","TPRN","sensory perception"
"60403","TPRN","lymph node"
"60404","ZNF84","lymph node"
"60405","EIF1AY","Translation Factors"
"60406","EIF1AY","translational initiation"
"60407","EIF1AY","lymph node"
"60408","USP33","protein K48-linked deubiquitination"
"60409","USP33","lymph node"
"60410","ITLN2","lymph node"
"60411","RABL2B","small GTPase mediated signal transduction"
"60412","RABL2B","lymph node"
"60413","TOR1AIP1","nucleus organization"
"60414","TOR1AIP1","lymph node"
"60415","TMEM141","lymph node"
"60416","NUDT19","lymph node"
"60417","SLC25A51","peptide biosynthetic process"
"60418","SLC25A51","lymph node"
"60419","FCRL3","lymph node"
"60420","KLHL7","proteolysis involved in cellular protein catabolic process"
"60421","KLHL7","lymph node"
"60422","PLEKHH3","lymph node"
"60423","DCXR","cofactor metabolic process"
"60424","DCXR","lymph node"
"60425","ANKRD42","lymph node"
"60426","MCOLN1","TRP channels"
"60427","MCOLN1","divalent inorganic cation homeostasis"
"60428","MCOLN1","lymph node"
"60429","CST4","detection of stimulus"
"60430","CST4","lymph node"
"60431","MFSD7","lymph node"
"60432","LGMN","Trafficking and processing of endosomal TLR"
"60433","LGMN","immune response-regulating signaling pathway"
"60434","LGMN","lymph node"
"60435","PLXNC1","Other semaphorin interactions"
"60436","PLXNC1","regulation of axon extension"
"60437","PLXNC1","lymph node"
"60438","COL4A4","Collagen formation"
"60439","COL4A4","extracellular matrix disassembly"
"60440","COL4A4","lymph node"
"60441","GARNL3","regulation of GTPase activity"
"60442","GARNL3","lymph node"
"60443","IFNB1","Factors involved in megakaryocyte development and platelet production"
"60444","IFNB1","negative regulation of T-helper 2 cell cytokine production"
"60445","IFNB1","lymph node"
"60446","LRRFIP1","LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"
"60447","LRRFIP1","regulation of cytokine production"
"60448","LRRFIP1","lymph node"
"60449","TRPC4AP","TRP channels"
"60450","TRPC4AP","inorganic ion transmembrane transport"
"60451","TRPC4AP","lymph node"
"60452","MACROD2","nucleoside metabolic process"
"60453","MACROD2","lymph node"
"60454","ZNF609","lymph node"
"60455","ENO2","Glycolysis"
"60456","ENO2","cofactor metabolic process"
"60457","ENO2","lymph node"
"60458","BLOC1S3","Clathrin derived vesicle budding"
"60459","BLOC1S3","melanosome localization"
"60460","BLOC1S3","lymph node"
"60461","ZNF559","Generic Transcription Pathway"
"60462","ZNF559","lymph node"
"60463","SYTL1","Deregulation of Rab and Rab Effector Genes in Bladder Cancer"
"60464","SYTL1","secretion by cell"
"60465","SYTL1","lymph node"
"60466","DPYS","Nucleotide metabolism"
"60467","DPYS","nucleoside metabolic process"
"60468","DPYS","lymph node"
"60469","ARAP3","Signaling Pathways"
"60470","ARAP3","negative regulation of locomotion"
"60471","ARAP3","lymph node"
"60472","RBMXL1","mRNA metabolic process"
"60473","RBMXL1","lymph node"
"60474","ARPC1A","Axon guidance"
"60475","ARPC1A","immune response-regulating signaling pathway"
"60476","ARPC1A","lymph node"
"60477","C7orf49","lymph node"
"60478","INO80B","cellular response to DNA damage stimulus"
"60479","INO80B","lymph node"
"60480","TNNT3","Striated Muscle Contraction"
"60481","TNNT3","muscle contraction"
"60482","TNNT3","lymph node"
"60483","P4HB","Collagen formation"
"60484","P4HB","lipoprotein metabolic process"
"60485","P4HB","lymph node"
"60486","PLP2","response to cytokine"
"60487","PLP2","lymph node"
"60488","IGFBP2","Myometrial Relaxation and Contraction Pathways"
"60489","IGFBP2","aging"
"60490","IGFBP2","lymph node"
"60491","ADAM19","membrane protein proteolysis"
"60492","ADAM19","lymph node"
"60493","SAP30L","Negative epigenetic regulation of rRNA expression"
"60494","SAP30L","chromosome organization"
"60495","SAP30L","lymph node"
"60496","ANAPC11","Mitotic M-M/G1 phases"
"60497","ANAPC11","negative regulation of mitotic metaphase/anaphase transition"
"60498","ANAPC11","lymph node"
"60499","ZSCAN29","lymph node"
"60500","SND1","C-MYB transcription factor network"
"60501","SND1","gene silencing"
"60502","SND1","lymph node"
"60503","UNC5CL","positive regulation of stress-activated MAPK cascade"
"60504","UNC5CL","lymph node"
"60505","MGME1","cellular response to DNA damage stimulus"
"60506","MGME1","lymph node"
"60507","ASAP2","Arf6 trafficking events"
"60508","ASAP2","regulation of GTPase activity"
"60509","ASAP2","lymph node"
"60510","PHLPP1","PI-3K cascade"
"60511","PHLPP1","immune response-regulating signaling pathway"
"60512","PHLPP1","lymph node"
"60513","WDFY3","positive regulation of response to extracellular stimulus"
"60514","WDFY3","lymph node"
"60515","CHIT1","response to bacterium"
"60516","CHIT1","lymph node"
"60517","TADA2A","Chromatin modifying enzymes"
"60518","TADA2A","positive regulation of chromatin modification"
"60519","TADA2A","lymph node"
"60520","CLDN7","Cell-Cell communication"
"60521","CLDN7","xenophagy"
"60522","CLDN7","lymph node"
"60523","SNAPC4","RNA Polymerase III Transcription Initiation"
"60524","SNAPC4","transcription from RNA polymerase II promoter"
"60525","SNAPC4","lymph node"
"60526","EP300","TGF-beta Receptor Signaling"
"60527","EP300","immune response-regulating signaling pathway"
"60528","EP300","lymph node"
"60529","TSEN34","RNA phosphodiester bond hydrolysis, endonucleolytic"
"60530","TSEN34","lymph node"
"60531","ANAPC5","Mitotic M-M/G1 phases"
"60532","ANAPC5","negative regulation of mitotic metaphase/anaphase transition"
"60533","ANAPC5","lymph node"
"60534","SIL1","intracellular protein transport"
"60535","SIL1","lymph node"
"60536","PCNT","Cell Cycle"
"60537","PCNT","limb development"
"60538","PCNT","lymph node"
"60539","UBAP1L","lymph node"
"60540","KLHL23","protein modification by small protein conjugation"
"60541","KLHL23","lymph node"
"60542","RBL1","Cell Cycle"
"60543","RBL1","transmembrane receptor protein serine/threonine kinase signaling pathway"
"60544","RBL1","lymph node"
"60545","CAPN15","lymph node"
"60546","RIMS3","regulation of vesicle-mediated transport"
"60547","RIMS3","lymph node"
"60548","SFRP4","Wnt Signaling Pathway"
"60549","SFRP4","positive regulation of receptor internalization"
"60550","SFRP4","lymph node"
"60551","ANKRD6","positive regulation of stress-activated MAPK cascade"
"60552","ANKRD6","lymph node"
"60553","SLC35G1","calcium ion export"
"60554","SLC35G1","lymph node"
"60555","OPN3","Opsins"
"60556","OPN3","detection of abiotic stimulus"
"60557","OPN3","lymph node"
"60558","SH2D2A","Signaling Pathways"
"60559","SH2D2A","cell proliferation"
"60560","SH2D2A","lymph node"
"60561","MPPED2","lymph node"
"60562","IFI44","response to virus"
"60563","IFI44","lymph node"
"60564","TNNT1","Striated Muscle Contraction"
"60565","TNNT1","muscle contraction"
"60566","TNNT1","lymph node"
"60567","SAAL1","lymph node"
"60568","ZNF433","Generic Transcription Pathway"
"60569","ZNF433","lymph node"
"60570","ZNRF3","Signaling by Wnt"
"60571","ZNRF3","cell proliferation"
"60572","ZNRF3","lymph node"
"60573","CCNB1","Resolution of Sister Chromatid Cohesion"
"60574","CCNB1","oocyte differentiation"
"60575","CCNB1","lymph node"
"60576","PDHA1","Pyruvate metabolism and Citric Acid (TCA) cycle"
"60577","PDHA1","cofactor metabolic process"
"60578","PDHA1","lymph node"
"60579","FOSB","Corticotropin-releasing hormone"
"60580","FOSB","response to organonitrogen compound"
"60581","FOSB","lymph node"
"60582","B3GNT5","O-linked glycosylation of mucins"
"60583","B3GNT5","glycosylation"
"60584","B3GNT5","lymph node"
"60585","CMPK2","pyrimidine deoxyribonucleotide biosynthetic process"
"60586","CMPK2","lymph node"
"60587","RPUSD4","pseudouridine synthesis"
"60588","RPUSD4","lymph node"
"60589","TENM3","positive regulation of neuron differentiation"
"60590","TENM3","lymph node"
"60591","DICER1","Regulatory RNA pathways"
"60592","DICER1","limb development"
"60593","DICER1","lymph node"
"60594","GPN1","lymph node"
"60595","OPLAH","Glutathione conjugation"
"60596","OPLAH","sulfur compound biosynthetic process"
"60597","OPLAH","lymph node"
"60598","PREP","lymph node"
"60599","ZNF384","regulation of secretion"
"60600","ZNF384","lymph node"
"60601","SMARCA5","Chromosome Maintenance"
"60602","SMARCA5","DNA conformation change"
"60603","SMARCA5","lymph node"
"60604","TNPO2","protein import into nucleus, translocation"
"60605","TNPO2","lymph node"
"60606","LZTS3","lymph node"
"60607","PNRC1","lymph node"
"60608","IL4R","p73 transcription factor network"
"60609","IL4R","positive regulation of hemopoiesis"
"60610","IL4R","lymph node"
"60611","ERCC2","RNA Pol II CTD phosphorylation and interaction with CE"
"60612","ERCC2","DNA conformation change"
"60613","ERCC2","lymph node"
"60614","C16orf54","lymph node"
"60615","NES","regulation of neuron death"
"60616","NES","lymph node"
"60617","FXN","Mitochondrial protein import"
"60618","FXN","positive regulation of aconitate hydratase activity"
"60619","FXN","lymph node"
"60620","ABRA","protein import into nucleus, translocation"
"60621","ABRA","lymph node"
"60622","STARD3","cholesterol metabolic process"
"60623","STARD3","lymph node"
"60624","C22orf46","lymph node"
"60625","GABPB2","lymph node"
"60626","TMEM168","lymph node"
"60627","CST3","Amyloids"
"60628","CST3","cellular response to oxidative stress"
"60629","CST3","lymph node"
"60630","CCDC117","lymph node"
"60631","CEP44","lymph node"
"60632","C1orf174","lymph node"
"60633","SAC3D1","organelle fission"
"60634","SAC3D1","lymph node"
"60635","CYTH2","Class I PI3K signaling events"
"60636","CYTH2","cytoskeleton organization"
"60637","CYTH2","lymph node"
"60638","ZDHHC14","lipoprotein metabolic process"
"60639","ZDHHC14","lymph node"
"60640","PTPN12","EGF/EGFR Signaling Pathway"
"60641","PTPN12","dephosphorylation"
"60642","PTPN12","lymph node"
"60643","SPSB3","protein modification by small protein conjugation"
"60644","SPSB3","lymph node"
"60645","SYDE2","Signaling Pathways"
"60646","SYDE2","regulation of GTPase activity"
"60647","SYDE2","lymph node"
"60648","ZNF507","lymph node"
"60649","ENTPD6","response to magnesium ion"
"60650","ENTPD6","lymph node"
"60651","TTC21A","protein localization to cilium"
"60652","TTC21A","lymph node"
"60653","DNAJC2","cellular response to heat"
"60654","DNAJC2","lymph node"
"60655","RBBP6","embryo development ending in birth or egg hatching"
"60656","RBBP6","lymph node"
"60657","MUL1","regulation of protein sumoylation"
"60658","MUL1","lymph node"
"60659","PUM2","ribonucleoprotein complex biogenesis"
"60660","PUM2","lymph node"
"60661","RASSF6","positive regulation of programmed cell death"
"60662","RASSF6","lymph node"
"60663","SCARA3","UV protection"
"60664","SCARA3","lymph node"
"60665","L3MBTL3","myeloid cell development"
"60666","L3MBTL3","lymph node"
"60667","ETV1","p38 signaling mediated by MAPKAP kinases"
"60668","ETV1","peripheral nervous system development"
"60669","ETV1","lymph node"
"60670","FAM20B","regulation of cytoplasmic transport"
"60671","FAM20B","lymph node"
"60672","SMIM11","lymph node"
"60673","PATZ1","Coregulation of Androgen receptor activity"
"60674","PATZ1","male gamete generation"
"60675","PATZ1","lymph node"
"60676","TAF7","Eukaryotic Transcription Initiation"
"60677","TAF7","DNA-templated transcription, initiation"
"60678","TAF7","lymph node"
"60679","CAPS2","lymph node"
"60680","TMEM80","lymph node"
"60681","DDX10","RNA secondary structure unwinding"
"60682","DDX10","lymph node"
"60683","PDP2","Pyruvate metabolism and Citric Acid (TCA) cycle"
"60684","PDP2","carboxylic acid metabolic process"
"60685","PDP2","lymph node"
"60686","ZNF423","TGF-beta Receptor Signaling"
"60687","ZNF423","regulation of cellular response to growth factor stimulus"
