Gene,Gene_ID,Relation,BiologicalProcess,BiologicalProcess_ID
CCL13,6357,PARTICIPATES_GpBP,localization of cell,GO:0051674
PARP9,83666,PARTICIPATES_GpBP,localization of cell,GO:0051674
LOXL2,4017,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCDC88A,55704,PARTICIPATES_GpBP,localization of cell,GO:0051674
SCYL3,57147,PARTICIPATES_GpBP,localization of cell,GO:0051674
RIC8A,60626,PARTICIPATES_GpBP,localization of cell,GO:0051674
CXCR1,3577,PARTICIPATES_GpBP,localization of cell,GO:0051674
DNAH1,25981,PARTICIPATES_GpBP,localization of cell,GO:0051674
RPS19,6223,PARTICIPATES_GpBP,localization of cell,GO:0051674
CELSR3,1951,PARTICIPATES_GpBP,localization of cell,GO:0051674
GLG1,2734,PARTICIPATES_GpBP,localization of cell,GO:0051674
GAS8,2622,PARTICIPATES_GpBP,localization of cell,GO:0051674
FLRT3,23767,PARTICIPATES_GpBP,localization of cell,GO:0051674
PARVA,55742,PARTICIPATES_GpBP,localization of cell,GO:0051674
ARL13B,200894,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCDC39,339829,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL22,6367,PARTICIPATES_GpBP,localization of cell,GO:0051674
SAA2,6289,PARTICIPATES_GpBP,localization of cell,GO:0051674
PSTPIP2,9050,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC7A10,56301,PARTICIPATES_GpBP,localization of cell,GO:0051674
GPR15,2838,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC3A2,6520,PARTICIPATES_GpBP,localization of cell,GO:0051674
CEACAM1,634,PARTICIPATES_GpBP,localization of cell,GO:0051674
CD248,57124,PARTICIPATES_GpBP,localization of cell,GO:0051674
PROCR,10544,PARTICIPATES_GpBP,localization of cell,GO:0051674
PRKX,5613,PARTICIPATES_GpBP,localization of cell,GO:0051674
NAV1,89796,PARTICIPATES_GpBP,localization of cell,GO:0051674
PTP4A3,11156,PARTICIPATES_GpBP,localization of cell,GO:0051674
SRGAP1,57522,PARTICIPATES_GpBP,localization of cell,GO:0051674
SRMS,6725,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL4,6351,PARTICIPATES_GpBP,localization of cell,GO:0051674
DCHS1,8642,PARTICIPATES_GpBP,localization of cell,GO:0051674
TNS1,7145,PARTICIPATES_GpBP,localization of cell,GO:0051674
ELP3,55140,PARTICIPATES_GpBP,localization of cell,GO:0051674
DEPDC1B,55789,PARTICIPATES_GpBP,localization of cell,GO:0051674
ZFAND5,7763,PARTICIPATES_GpBP,localization of cell,GO:0051674
CSPG4,1464,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCR5,1234,PARTICIPATES_GpBP,localization of cell,GO:0051674
SIRPA,140885,PARTICIPATES_GpBP,localization of cell,GO:0051674
GRB7,2886,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL3L1,6349,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL15,6359,PARTICIPATES_GpBP,localization of cell,GO:0051674
ZRANB1,54764,PARTICIPATES_GpBP,localization of cell,GO:0051674
PRPF40A,55660,PARTICIPATES_GpBP,localization of cell,GO:0051674
GIPC1,10755,PARTICIPATES_GpBP,localization of cell,GO:0051674
TNS3,64759,PARTICIPATES_GpBP,localization of cell,GO:0051674
PKN2,5586,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC7A8,23428,PARTICIPATES_GpBP,localization of cell,GO:0051674
CEACAM6,4680,PARTICIPATES_GpBP,localization of cell,GO:0051674
LIMD1,8994,PARTICIPATES_GpBP,localization of cell,GO:0051674
ITGA11,22801,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC7A5,8140,PARTICIPATES_GpBP,localization of cell,GO:0051674
RHOC,389,PARTICIPATES_GpBP,localization of cell,GO:0051674
NUP85,79902,PARTICIPATES_GpBP,localization of cell,GO:0051674
SPATA13,221178,PARTICIPATES_GpBP,localization of cell,GO:0051674
RHOG,391,PARTICIPATES_GpBP,localization of cell,GO:0051674
ESAM,90952,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC16A3,9123,PARTICIPATES_GpBP,localization of cell,GO:0051674
PECAM1,5175,PARTICIPATES_GpBP,localization of cell,GO:0051674
CD48,962,PARTICIPATES_GpBP,localization of cell,GO:0051674
NPHP4,261734,PARTICIPATES_GpBP,localization of cell,GO:0051674
ITGAX,3687,PARTICIPATES_GpBP,localization of cell,GO:0051674
ADGRA2,25960,PARTICIPATES_GpBP,localization of cell,GO:0051674
GRB14,2888,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL18,6362,PARTICIPATES_GpBP,localization of cell,GO:0051674
ASTN1,460,PARTICIPATES_GpBP,localization of cell,GO:0051674
XCL2,6846,PARTICIPATES_GpBP,localization of cell,GO:0051674
SPOCK1,6695,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL14,6358,PARTICIPATES_GpBP,localization of cell,GO:0051674
CD177,57126,PARTICIPATES_GpBP,localization of cell,GO:0051674
PAK4,10298,PARTICIPATES_GpBP,localization of cell,GO:0051674
EPHB3,2049,PARTICIPATES_GpBP,localization of cell,GO:0051674
FMNL3,91010,PARTICIPATES_GpBP,localization of cell,GO:0051674
SDCCAG8,10806,PARTICIPATES_GpBP,localization of cell,GO:0051674
EFNB1,1947,PARTICIPATES_GpBP,localization of cell,GO:0051674
DCLK1,9201,PARTICIPATES_GpBP,localization of cell,GO:0051674
TNN,63923,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL8,6355,PARTICIPATES_GpBP,localization of cell,GO:0051674
PPAP2B,8613,PARTICIPATES_GpBP,localization of cell,GO:0051674
DNER,92737,PARTICIPATES_GpBP,localization of cell,GO:0051674
FMNL1,752,PARTICIPATES_GpBP,localization of cell,GO:0051674
ADGRE2,30817,PARTICIPATES_GpBP,localization of cell,GO:0051674
CXCL6,6372,PARTICIPATES_GpBP,localization of cell,GO:0051674
ELMO3,79767,PARTICIPATES_GpBP,localization of cell,GO:0051674
MYO9B,4650,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC7A6,9057,PARTICIPATES_GpBP,localization of cell,GO:0051674
SH3KBP1,30011,PARTICIPATES_GpBP,localization of cell,GO:0051674
NANOS1,340719,PARTICIPATES_GpBP,localization of cell,GO:0051674
EFNB2,1948,PARTICIPATES_GpBP,localization of cell,GO:0051674
MATK,4145,PARTICIPATES_GpBP,localization of cell,GO:0051674
TUBB2B,347733,PARTICIPATES_GpBP,localization of cell,GO:0051674
ITGA7,3679,PARTICIPATES_GpBP,localization of cell,GO:0051674
CXCL16,58191,PARTICIPATES_GpBP,localization of cell,GO:0051674
AVL9,23080,PARTICIPATES_GpBP,localization of cell,GO:0051674
TYK2,7297,PARTICIPATES_GpBP,localization of cell,GO:0051674
SBDS,51119,PARTICIPATES_GpBP,localization of cell,GO:0051674
MARK1,4139,PARTICIPATES_GpBP,localization of cell,GO:0051674
FERMT1,55612,PARTICIPATES_GpBP,localization of cell,GO:0051674
IER2,9592,PARTICIPATES_GpBP,localization of cell,GO:0051674
AIMP1,9255,PARTICIPATES_GpBP,localization of cell,GO:0051674
WWC1,23286,PARTICIPATES_GpBP,localization of cell,GO:0051674
ARHGAP24,83478,PARTICIPATES_GpBP,localization of cell,GO:0051674
PPAP2A,8611,PARTICIPATES_GpBP,localization of cell,GO:0051674
AAMP,14,PARTICIPATES_GpBP,localization of cell,GO:0051674
PKN3,29941,PARTICIPATES_GpBP,localization of cell,GO:0051674
VCAN,1462,PARTICIPATES_GpBP,localization of cell,GO:0051674
NRTN,4902,PARTICIPATES_GpBP,localization of cell,GO:0051674
S100A2,6273,PARTICIPATES_GpBP,localization of cell,GO:0051674
DCDC2,51473,PARTICIPATES_GpBP,localization of cell,GO:0051674
PLTP,5360,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL7,6354,PARTICIPATES_GpBP,localization of cell,GO:0051674
PLEKHO1,51177,PARTICIPATES_GpBP,localization of cell,GO:0051674
CDC42BPB,9578,PARTICIPATES_GpBP,localization of cell,GO:0051674
SETD2,29072,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL16,6360,PARTICIPATES_GpBP,localization of cell,GO:0051674
NDN,4692,PARTICIPATES_GpBP,localization of cell,GO:0051674
USP24,23358,PARTICIPATES_GpBP,localization of cell,GO:0051674
SLC7A7,9056,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL23,6368,PARTICIPATES_GpBP,localization of cell,GO:0051674
DNAH8,1769,PARTICIPATES_GpBP,localization of cell,GO:0051674
CCL3L3,414062,PARTICIPATES_GpBP,localization of cell,GO:0051674
ANKS1A,23294,PARTICIPATES_GpBP,localization of cell,GO:0051674
CSF3R,1441,PARTICIPATES_GpBP,localization of cell,GO:0051674
SCNN1B,6338,PARTICIPATES_GpBP,localization of cell,GO:0051674
PPBP,5473,PARTICIPATES_GpBP,localization of cell,GO:0051674
DDR1,780,PARTICIPATES_GpBP,localization of cell,GO:0051674
CHCHD3,54927,PARTICIPATES_GpBP,mitochondrial fusion,GO:0008053
ST20,400410,PARTICIPATES_GpBP,mitochondrial fusion,GO:0008053
FAM73A,374986,PARTICIPATES_GpBP,mitochondrial fusion,GO:0008053
USP30,84749,PARTICIPATES_GpBP,mitochondrial fusion,GO:0008053
MFN1,55669,PARTICIPATES_GpBP,mitochondrial fusion,GO:0008053
FAM73B,84895,PARTICIPATES_GpBP,mitochondrial fusion,GO:0008053
MID1IP1,58526,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
SYNE4,163183,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
CAPZA1,829,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
CAPZA2,830,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
VILL,50853,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
PHLDB2,90102,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
CAPG,822,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
EML2,24139,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
FKBP4,2288,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
PFN1,5216,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
TACSTD2,4070,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
TBCD,6904,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
CAPZB,832,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
PLEKHH2,130271,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
ARFGEF1,10565,PARTICIPATES_GpBP,negative regulation of cytoskeleton organization,GO:0051494
NCOA4,8031,PARTICIPATES_GpBP,sex differentiation,GO:0007548
SF1,7536,PARTICIPATES_GpBP,sex differentiation,GO:0007548
ZFPM2,23414,PARTICIPATES_GpBP,sex differentiation,GO:0007548
RNF38,152006,PARTICIPATES_GpBP,sex differentiation,GO:0007548
TOX2,84969,PARTICIPATES_GpBP,sex differentiation,GO:0007548
RRM1,6240,PARTICIPATES_GpBP,sex differentiation,GO:0007548
HSD17B10,3028,PARTICIPATES_GpBP,sex differentiation,GO:0007548
SLIT3,6586,PARTICIPATES_GpBP,sex differentiation,GO:0007548
JMJD1C,221037,PARTICIPATES_GpBP,sex differentiation,GO:0007548
DMRTC1,63947,PARTICIPATES_GpBP,sex differentiation,GO:0007548
NCOA2,10499,PARTICIPATES_GpBP,sex differentiation,GO:0007548
MAMLD1,10046,PARTICIPATES_GpBP,sex differentiation,GO:0007548
EIF2S2,8894,PARTICIPATES_GpBP,sex differentiation,GO:0007548
CSDE1,7812,PARTICIPATES_GpBP,sex differentiation,GO:0007548
NRIP1,8204,PARTICIPATES_GpBP,sex differentiation,GO:0007548
HSD17B3,3293,PARTICIPATES_GpBP,sex differentiation,GO:0007548
TFPT,29844,PARTICIPATES_GpBP,sex differentiation,GO:0007548
GOT2,2806,PARTICIPATES_GpBP,aspartate biosynthetic process,GO:0006532
YARS2,51067,PARTICIPATES_GpBP,tyrosyl-tRNA aminoacylation,GO:0006437
YARS,8565,PARTICIPATES_GpBP,tyrosyl-tRNA aminoacylation,GO:0006437
ZNF93,81931,PARTICIPATES_GpBP,negative regulation of transposon integration,GO:0070895
ZNF91,7644,PARTICIPATES_GpBP,negative regulation of transposon integration,GO:0070895
NEDD4,4734,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
MYF6,4618,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
FBXO22,26263,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
CNOT3,4849,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ASCL2,430,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
CHODL,140578,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ULK4,54986,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
FLRT2,23768,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
LZTS1,11178,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
GAK,2580,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
LDLRAD4,753,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SAV1,60485,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ZSWIM6,57688,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
TTC3,7267,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
TRIM62,55223,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
PQBP1,10084,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
RNF10,9921,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
TTPA,7274,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
EIF4ENIF1,56478,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ARHGEF1,9138,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
MBP,4155,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
MYF5,4617,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
CDK5RAP1,51654,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
PRMT5,10419,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
TYROBP,7305,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ZHX2,22882,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
HOXA2,3199,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
TCL1A,8115,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
CHN1,1123,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
PMP22,5376,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SIGLEC15,284266,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
GLIPR2,152007,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
NGEF,25791,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
NFYA,4800,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
S1PR5,53637,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
TENM4,26011,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SIPA1L1,26037,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
BCL6B,255877,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SPINT1,6692,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
FAM195B,348262,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SDHAF2,54949,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ASAP1,50807,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ZNF335,63925,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
DNM3,26052,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
KEL,3792,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
HMG20A,10363,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
LSM1,27257,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
PLAG1,5324,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SRRT,51593,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
C3orf17,25871,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
WDR1,9948,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
PPP2CA,5515,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SPEN,23013,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
CNTN4,152330,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
LIMS1,3987,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
DDX6,1656,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SSH3,54961,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ELAVL1,1994,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
RAB29,8934,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
LINGO1,84894,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
NFATC4,4776,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ZNF706,51123,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
NREP,9315,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
FAM21C,253725,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
KNDC1,85442,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
DTX1,1840,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
PHLDB1,23187,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ATXN1,6310,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ITM2C,81618,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
KIF13B,23303,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
NPR2,4882,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
NF2,4771,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
LRRC4C,57689,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
BCL9L,283149,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SCRT1,83482,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
OLFM4,10562,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
ULK2,9706,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
SSH2,85464,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
HOOK3,84376,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
RAP1GAP2,23108,PARTICIPATES_GpBP,regulation of cell development,GO:0060284
UBE2K,3093,PARTICIPATES_GpBP,regulation of type I interferon-mediated signaling pathway,GO:0060338
USP18,11274,PARTICIPATES_GpBP,regulation of type I interferon-mediated signaling pathway,GO:0060338
CDC37,11140,PARTICIPATES_GpBP,regulation of type I interferon-mediated signaling pathway,GO:0060338
IFNAR2,3455,PARTICIPATES_GpBP,regulation of type I interferon-mediated signaling pathway,GO:0060338
ZBP1,81030,PARTICIPATES_GpBP,regulation of type I interferon-mediated signaling pathway,GO:0060338
TARS2,80222,PARTICIPATES_GpBP,threonyl-tRNA aminoacylation,GO:0006435
TARS,6897,PARTICIPATES_GpBP,threonyl-tRNA aminoacylation,GO:0006435
TARSL2,123283,PARTICIPATES_GpBP,threonyl-tRNA aminoacylation,GO:0006435
XCR1,2829,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
PTH1R,5745,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
SLC24A3,57419,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
IMMT,10989,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
FAM20A,54757,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
LPAR2,9170,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CNNM4,26504,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CDH23,64072,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
TRPM7,54822,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
ATP13A1,57130,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CD52,1043,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CCDC47,57003,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
MCHR1,2847,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
ATP13A2,23400,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
SMDT1,91689,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
ATP2C1,27032,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
ATP13A3,79572,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
MICU2,221154,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CALB2,794,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
GNA13,10672,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
S1PR4,8698,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CCKBR,887,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CNNM2,54805,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
TMTC2,160335,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
TPCN1,53373,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
JPH4,84502,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CCR9,10803,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
TMEM178A,130733,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
MICU1,10367,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
RAP1GDS1,5910,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
CCDC109B,55013,PARTICIPATES_GpBP,divalent inorganic cation homeostasis,GO:0072507
