Gene,Gene_ID,Relation,Pathway,Pathway_ID
ELMO1,9844,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
AGAP2,116986,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
MAP1B,4131,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
TRIO,7204,PARTICIPATES_GpPW,Netrin-mediated signaling events,PC7_5885
CUX1,1523,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
BCR,613,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
FGFR1OP2,26127,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
MKNK1,8569,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
FRS3,10817,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
MYO18A,399687,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
IL17RD,54756,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
TRIM24,8805,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
ZMYM2,7750,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
CPSF6,11052,PARTICIPATES_GpPW,Signaling by FGFR in disease,PC7_7448
TP53I3,9540,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
ADA,100,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
CLCA2,9635,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
PFDN5,5204,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
FASN,2194,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
FBXO45,200933,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
BIN1,274,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
IL4R,3566,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
NSG1,27065,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
UBE4B,10277,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
FLOT2,2319,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
GNB2L1,10399,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
HSF1,3297,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
GRAMD4,23151,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
DEDD,9191,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
GDF15,9518,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
AFP,174,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
PLK3,1263,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
JAG2,3714,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
NDUFS2,4720,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
S100A2,6273,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
HAGH,3029,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
AEN,64782,PARTICIPATES_GpPW,p73 transcription factor network,PC7_12279
IP6K1,9807,PARTICIPATES_GpPW,Synthesis of pyrophosphates in the cytosol,PC7_7763
IPPK,64768,PARTICIPATES_GpPW,Synthesis of pyrophosphates in the cytosol,PC7_7763
IP6K3,117283,PARTICIPATES_GpPW,Synthesis of pyrophosphates in the cytosol,PC7_7763
NUDT4,11163,PARTICIPATES_GpPW,Synthesis of pyrophosphates in the cytosol,PC7_7763
PPIP5K1,9677,PARTICIPATES_GpPW,Synthesis of pyrophosphates in the cytosol,PC7_7763
PPIP5K2,23262,PARTICIPATES_GpPW,Synthesis of pyrophosphates in the cytosol,PC7_7763
ADSSL1,122622,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
ADSL,158,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
PAICS,10606,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
ADSS,159,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
IMPDH1,3614,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
GART,2618,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
IMPDH2,3615,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
PPAT,5471,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
ATIC,471,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
PFAS,5198,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
GMPS,8833,PARTICIPATES_GpPW,Purine ribonucleoside monophosphate biosynthesis,PC7_6653
RRP8,23378,PARTICIPATES_GpPW,SIRT1 negatively regulates rRNA Expression,PC7_7272
TAF1C,9013,PARTICIPATES_GpPW,SIRT1 negatively regulates rRNA Expression,PC7_7272
TAF1B,9014,PARTICIPATES_GpPW,SIRT1 negatively regulates rRNA Expression,PC7_7272
TAF1A,9015,PARTICIPATES_GpPW,SIRT1 negatively regulates rRNA Expression,PC7_7272
TREX1,11277,PARTICIPATES_GpPW,IRF3-mediated induction of type I IFN,PC7_4660
DDX41,51428,PARTICIPATES_GpPW,IRF3-mediated induction of type I IFN,PC7_4660
IFI16,3428,PARTICIPATES_GpPW,IRF3-mediated induction of type I IFN,PC7_4660
ARCN1,372,PARTICIPATES_GpPW,miR-517 relationship with ARCN1 and USP1,WP3596_r84855
USP1,7398,PARTICIPATES_GpPW,miR-517 relationship with ARCN1 and USP1,WP3596_r84855
ID2,3398,PARTICIPATES_GpPW,miR-517 relationship with ARCN1 and USP1,WP3596_r84855
SLC33A1,9197,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
ST6GALNAC6,30815,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
B4GALNT1,2583,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
ST3GAL5,8869,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
ST8SIA1,6489,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
FUT1,2523,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
ST8SIA3,51046,PARTICIPATES_GpPW,Ganglio Sphingolipid Metabolism,WP1423_r79812
NFYC,4802,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
MBTPS2,51360,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
CALR,811,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
NFYB,4801,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
ATF6,22926,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
DDIT3,1649,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
ATF4,468,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
MBTPS1,8720,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
NFYA,4800,PARTICIPATES_GpPW,ATF6-alpha activates chaperones,PC7_1190
EDIL3,10085,PARTICIPATES_GpPW,Integrins in angiogenesis,PC7_4762
ANGPTL3,27329,PARTICIPATES_GpPW,Integrins in angiogenesis,PC7_4762
PI4KB,5298,PARTICIPATES_GpPW,Integrins in angiogenesis,PC7_4762
ADGRA2,25960,PARTICIPATES_GpPW,Integrins in angiogenesis,PC7_4762
PRDM1,639,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
ACAP1,9744,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
DUOX2,50506,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
ERBB2IP,55914,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
COPS6,10980,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
CARD9,64170,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
NLRP3,114548,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
NDUFA13,51079,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
CARD8,22900,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
SUGT1,10910,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
CARD6,84674,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
PYCARD,29108,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
MEFV,4210,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
CASP5,838,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
AIM2,9447,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
NLRC4,58484,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
AAMP,14,PARTICIPATES_GpPW,NOD pathway,WP1433_r83527
SOCS6,9306,PARTICIPATES_GpPW,Regulation of KIT signaling,PC7_6888
HSD11B1,3290,PARTICIPATES_GpPW,Glucocorticoid & Mineralcorticoid Metabolism,WP237_r78497
HLA-B,3106,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
SEC61B,10952,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
HLA-C,3107,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
TAPBP,6892,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
SEC61A1,29927,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
HLA-G,3135,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
SEC61G,23480,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
SEC61A2,55176,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
HLA-A,3105,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
PDIA3,2923,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
TAP1,6890,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
HLA-F,3134,PARTICIPATES_GpPW,ER-Phagosome pathway,PC7_3427
BLNK,29760,PARTICIPATES_GpPW,Regulation of signaling by CBL,PC7_6919
CD40,958,PARTICIPATES_GpPW,NLR Proteins,WP288_r80026
ARNTL,406,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
PER3,8863,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
CRY1,1407,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
PER1,5187,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
ACHE,43,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
ECE1,1889,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
MAP2,4133,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
PER2,8864,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
CLOCK,9575,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
CRY2,1408,PARTICIPATES_GpPW,Melatonin metabolism and effects,WP3298_r84382
SLC7A1,6541,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC1A4,6509,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC38A5,92745,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC38A3,10991,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC7A2,6542,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC43A2,124935,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC16A10,117247,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC43A1,8501,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC1A5,6510,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC6A6,6533,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC36A1,206358,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC38A1,81539,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC3A1,6519,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
SLC38A4,55089,PARTICIPATES_GpPW,Amino acid transport across the plasma membrane,PC7_1632
BCHE,590,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
CES1,1066,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
UGT1A10,54575,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
NPC1,4864,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
ABCG2,9429,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
SLCO1B1,10599,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
CES2,8824,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
ABCC2,1244,PARTICIPATES_GpPW,Irinotecan Pathway,WP229_r68389
FFAR4,338557,PARTICIPATES_GpPW,Free fatty acid receptors,PC7_3981
FFAR1,2864,PARTICIPATES_GpPW,Free fatty acid receptors,PC7_3981
PAH,5053,PARTICIPATES_GpPW,Abnormal metabolism in phenylketonuria,PC7_1223
CCBL1,883,PARTICIPATES_GpPW,Abnormal metabolism in phenylketonuria,PC7_1223
IL4I1,259307,PARTICIPATES_GpPW,Abnormal metabolism in phenylketonuria,PC7_1223
TRPV1,7442,PARTICIPATES_GpPW,TRP channels,PC7_8066
MCOLN3,55283,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPM7,54822,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPM8,79054,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPC4AP,26133,PARTICIPATES_GpPW,TRP channels,PC7_8066
MCOLN2,255231,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPM4,54795,PARTICIPATES_GpPW,TRP channels,PC7_8066
MCOLN1,57192,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPV3,162514,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPV2,51393,PARTICIPATES_GpPW,TRP channels,PC7_8066
TRPC1,7220,PARTICIPATES_GpPW,TRP channels,PC7_8066
COX8A,1351,PARTICIPATES_GpPW,Arachidonate Epoxygenase / Epoxide Hydrolase,WP678_r71506
EPHX2,2053,PARTICIPATES_GpPW,Arachidonate Epoxygenase / Epoxide Hydrolase,WP678_r71506
COX5A,9377,PARTICIPATES_GpPW,Arachidonate Epoxygenase / Epoxide Hydrolase,WP678_r71506
RFNG,5986,PARTICIPATES_GpPW,Pre-NOTCH Processing in Golgi,PC7_6562
RAB6A,5870,PARTICIPATES_GpPW,Pre-NOTCH Processing in Golgi,PC7_6562
LFNG,3955,PARTICIPATES_GpPW,Pre-NOTCH Processing in Golgi,PC7_6562
MFNG,4242,PARTICIPATES_GpPW,Pre-NOTCH Processing in Golgi,PC7_6562
SEL1L,6400,PARTICIPATES_GpPW,Pre-NOTCH Processing in Golgi,PC7_6562
TMED2,10959,PARTICIPATES_GpPW,Pre-NOTCH Processing in Golgi,PC7_6562
MAPT,4137,PARTICIPATES_GpPW,Kit receptor signaling pathway,WP304_r78799
TEC,7006,PARTICIPATES_GpPW,Kit receptor signaling pathway,WP304_r78799
TBX2,6909,PARTICIPATES_GpPW,Kit receptor signaling pathway,WP304_r78799
EXOSC4,54512,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC8,11340,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
DCPS,28960,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC5,56915,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC7,23016,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC2,23404,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC1,51013,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC9,5393,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
DIS3,22894,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
EXOSC3,51010,PARTICIPATES_GpPW,mRNA decay by 3' to 5' exoribonuclease,PC7_12075
NCOA3,8202,PARTICIPATES_GpPW,Validated nuclear estrogen receptor beta network,PC7_8676
SMARCE1,6605,PARTICIPATES_GpPW,Validated nuclear estrogen receptor beta network,PC7_8676
DDX54,79039,PARTICIPATES_GpPW,Validated nuclear estrogen receptor beta network,PC7_8676
KCNJ10,3766,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
GNAL,2774,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
KCNJ2,3759,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
GABBR1,2550,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
KCNJ3,3760,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
KCNJ5,3762,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
KCNJ15,3772,PARTICIPATES_GpPW,GABA receptor activation,PC7_4016
EPHA4,2043,PARTICIPATES_GpPW,Gene regulatory network modelling somitogenesis ,WP2854_r79970
PNLIP,5406,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
BCO2,83875,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
RBP4,5950,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
AKR1B10,57016,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
PLB1,151056,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
CLPS,1208,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
GPC6,10082,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
LRP10,26020,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
GPC3,2719,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
LRP12,29967,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
RDH11,51109,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
LRAT,9227,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
RBP1,5947,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
GPC2,221914,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
GPC1,2817,PARTICIPATES_GpPW,Retinoid metabolism and transport,PC7_6948
RPLP0,6175,PARTICIPATES_GpPW,Translation,PC7_8331
RPL18A,6142,PARTICIPATES_GpPW,Translation,PC7_8331
RPL7A,6130,PARTICIPATES_GpPW,Translation,PC7_8331
RPL27,6155,PARTICIPATES_GpPW,Translation,PC7_8331
RPS12,6206,PARTICIPATES_GpPW,Translation,PC7_8331
EIF1AX,1964,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3K,27335,PARTICIPATES_GpPW,Translation,PC7_8331
RPS11,6205,PARTICIPATES_GpPW,Translation,PC7_8331
SPCS1,28972,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3H,8667,PARTICIPATES_GpPW,Translation,PC7_8331
RPL19,6143,PARTICIPATES_GpPW,Translation,PC7_8331
RPL7,6129,PARTICIPATES_GpPW,Translation,PC7_8331
SSR4,6748,PARTICIPATES_GpPW,Translation,PC7_8331
RPL28,6158,PARTICIPATES_GpPW,Translation,PC7_8331
RPS16,6217,PARTICIPATES_GpPW,Translation,PC7_8331
RPS10,6204,PARTICIPATES_GpPW,Translation,PC7_8331
RPLP2,6181,PARTICIPATES_GpPW,Translation,PC7_8331
RPL36A,6173,PARTICIPATES_GpPW,Translation,PC7_8331
RPL17,6139,PARTICIPATES_GpPW,Translation,PC7_8331
RPS3,6188,PARTICIPATES_GpPW,Translation,PC7_8331
RPL39,6170,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3G,8666,PARTICIPATES_GpPW,Translation,PC7_8331
RPL13A,23521,PARTICIPATES_GpPW,Translation,PC7_8331
EEF1G,1937,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3E,3646,PARTICIPATES_GpPW,Translation,PC7_8331
RPS29,6235,PARTICIPATES_GpPW,Translation,PC7_8331
RPLP1,6176,PARTICIPATES_GpPW,Translation,PC7_8331
RPL5,6125,PARTICIPATES_GpPW,Translation,PC7_8331
EEF1A1,1915,PARTICIPATES_GpPW,Translation,PC7_8331
EIF5B,9669,PARTICIPATES_GpPW,Translation,PC7_8331
RPL37,6167,PARTICIPATES_GpPW,Translation,PC7_8331
RPS5,6193,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2S1,1965,PARTICIPATES_GpPW,Translation,PC7_8331
RPL35A,6165,PARTICIPATES_GpPW,Translation,PC7_8331
PABPC1,26986,PARTICIPATES_GpPW,Translation,PC7_8331
RPL41,6171,PARTICIPATES_GpPW,Translation,PC7_8331
DDOST,1650,PARTICIPATES_GpPW,Translation,PC7_8331
RPL37A,6168,PARTICIPATES_GpPW,Translation,PC7_8331
SRP68,6730,PARTICIPATES_GpPW,Translation,PC7_8331
RPL23A,6147,PARTICIPATES_GpPW,Translation,PC7_8331
EEF1A2,1917,PARTICIPATES_GpPW,Translation,PC7_8331
RPS26,6231,PARTICIPATES_GpPW,Translation,PC7_8331
RPL13,6137,PARTICIPATES_GpPW,Translation,PC7_8331
RPL34,6164,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3F,8665,PARTICIPATES_GpPW,Translation,PC7_8331
RPL21,6144,PARTICIPATES_GpPW,Translation,PC7_8331
RPS18,6222,PARTICIPATES_GpPW,Translation,PC7_8331
SEC11A,23478,PARTICIPATES_GpPW,Translation,PC7_8331
RPSA,3921,PARTICIPATES_GpPW,Translation,PC7_8331
RPL15,6138,PARTICIPATES_GpPW,Translation,PC7_8331
RPS23,6228,PARTICIPATES_GpPW,Translation,PC7_8331
RPL26L1,51121,PARTICIPATES_GpPW,Translation,PC7_8331
RPL32,6161,PARTICIPATES_GpPW,Translation,PC7_8331
RPS17,6218,PARTICIPATES_GpPW,Translation,PC7_8331
SRP9,6726,PARTICIPATES_GpPW,Translation,PC7_8331
RPL31,6160,PARTICIPATES_GpPW,Translation,PC7_8331
RPS7,6201,PARTICIPATES_GpPW,Translation,PC7_8331
RPS2,6187,PARTICIPATES_GpPW,Translation,PC7_8331
RPL38,6169,PARTICIPATES_GpPW,Translation,PC7_8331
RPL6,6128,PARTICIPATES_GpPW,Translation,PC7_8331
SPCS3,60559,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2S2,8894,PARTICIPATES_GpPW,Translation,PC7_8331
RPL22,6146,PARTICIPATES_GpPW,Translation,PC7_8331
RPL35,11224,PARTICIPATES_GpPW,Translation,PC7_8331
RPL30,6156,PARTICIPATES_GpPW,Translation,PC7_8331
RPS24,6229,PARTICIPATES_GpPW,Translation,PC7_8331
RPS20,6224,PARTICIPATES_GpPW,Translation,PC7_8331
RPS19,6223,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3C,8663,PARTICIPATES_GpPW,Translation,PC7_8331
RPL11,6135,PARTICIPATES_GpPW,Translation,PC7_8331
RPL24,6152,PARTICIPATES_GpPW,Translation,PC7_8331
RPL14,9045,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2B3,8891,PARTICIPATES_GpPW,Translation,PC7_8331
RPS21,6227,PARTICIPATES_GpPW,Translation,PC7_8331
RPS15,6209,PARTICIPATES_GpPW,Translation,PC7_8331
RPN2,6185,PARTICIPATES_GpPW,Translation,PC7_8331
SRP19,6728,PARTICIPATES_GpPW,Translation,PC7_8331
RPS9,6203,PARTICIPATES_GpPW,Translation,PC7_8331
RPL36,25873,PARTICIPATES_GpPW,Translation,PC7_8331
RPS25,6230,PARTICIPATES_GpPW,Translation,PC7_8331
GSPT2,23708,PARTICIPATES_GpPW,Translation,PC7_8331
SPCS2,9789,PARTICIPATES_GpPW,Translation,PC7_8331
EEF1D,1936,PARTICIPATES_GpPW,Translation,PC7_8331
RPL26,6154,PARTICIPATES_GpPW,Translation,PC7_8331
RPS14,6208,PARTICIPATES_GpPW,Translation,PC7_8331
RPS4Y1,6192,PARTICIPATES_GpPW,Translation,PC7_8331
RPN1,6184,PARTICIPATES_GpPW,Translation,PC7_8331
RPL10A,4736,PARTICIPATES_GpPW,Translation,PC7_8331
RPS4X,6191,PARTICIPATES_GpPW,Translation,PC7_8331
RPS13,6207,PARTICIPATES_GpPW,Translation,PC7_8331
EIF4A2,1974,PARTICIPATES_GpPW,Translation,PC7_8331
RPL8,6132,PARTICIPATES_GpPW,Translation,PC7_8331
RPS8,6202,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2B5,8893,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3J,8669,PARTICIPATES_GpPW,Translation,PC7_8331
SSR3,6747,PARTICIPATES_GpPW,Translation,PC7_8331
RPL27A,6157,PARTICIPATES_GpPW,Translation,PC7_8331
RPL29,6159,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2B4,8890,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3I,8668,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3A,8661,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3B,8662,PARTICIPATES_GpPW,Translation,PC7_8331
SRP72,6731,PARTICIPATES_GpPW,Translation,PC7_8331
EIF5,1983,PARTICIPATES_GpPW,Translation,PC7_8331
ETF1,2107,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2B1,1967,PARTICIPATES_GpPW,Translation,PC7_8331
EIF2S3,1968,PARTICIPATES_GpPW,Translation,PC7_8331
TRAM1,23471,PARTICIPATES_GpPW,Translation,PC7_8331
RPL23,9349,PARTICIPATES_GpPW,Translation,PC7_8331
SSR2,6746,PARTICIPATES_GpPW,Translation,PC7_8331
RPL18,6141,PARTICIPATES_GpPW,Translation,PC7_8331
EIF3D,8664,PARTICIPATES_GpPW,Translation,PC7_8331
RPL4,6124,PARTICIPATES_GpPW,Translation,PC7_8331
EEF1B2,1933,PARTICIPATES_GpPW,Translation,PC7_8331
FAU,2197,PARTICIPATES_GpPW,Translation,PC7_8331
RPL3,6122,PARTICIPATES_GpPW,Translation,PC7_8331
SEC11C,90701,PARTICIPATES_GpPW,Translation,PC7_8331
RPL10,6134,PARTICIPATES_GpPW,Translation,PC7_8331
SRP14,6727,PARTICIPATES_GpPW,Translation,PC7_8331
RPL9,6133,PARTICIPATES_GpPW,Translation,PC7_8331
EIF4H,7458,PARTICIPATES_GpPW,Translation,PC7_8331
RPS15A,6210,PARTICIPATES_GpPW,Translation,PC7_8331
RPS28,6234,PARTICIPATES_GpPW,Translation,PC7_8331
RPL12,6136,PARTICIPATES_GpPW,Translation,PC7_8331
RPS3A,6189,PARTICIPATES_GpPW,Translation,PC7_8331
NGEF,25791,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
ARHGEF3,50650,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
TIAM1,7074,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
ITSN1,6453,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
ARHGEF7,8874,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
ARHGDIA,396,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
PCSK6,5046,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
RIT2,6014,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
PLEKHG2,64857,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
SMPD2,6610,PARTICIPATES_GpPW,Signaling by NGF,PC7_7463
